prompt_idx,L_top,head,base_clean_proj,base_dirty_proj,patched_proj,recovery,status,error_msg
7,20,19,457.40216064453125,-84.02233123779297,-84.38864135742188,-0.0006765673240148172,ok,
7,20,20,457.40216064453125,-84.02233123779297,-83.60244750976562,0.000775516686671432,ok,
7,20,21,457.40216064453125,-84.02233123779297,-84.0760269165039,-9.91748240354963e-05,ok,
7,20,22,457.40216064453125,-84.02233123779297,-83.80093383789062,0.00040891648461012606,ok,
7,20,23,457.40216064453125,-84.02233123779297,-83.96543884277344,0.00010507909389495537,ok,
7,20,24,457.40216064453125,-84.02233123779297,-84.05181121826172,-5.444892299988032e-05,ok,
7,20,25,457.40216064453125,-84.02233123779297,-84.32636260986328,-0.0005615397467767161,ok,
7,20,26,457.40216064453125,-84.02233123779297,-83.67628479003906,0.0006391407351204896,ok,
7,20,27,457.40216064453125,-84.02233123779297,-83.81806945800781,0.00037726734354963663,ok,
7,20,28,457.40216064453125,-84.02233123779297,-84.0899887084961,-0.00012496196924506695,ok,
7,20,29,457.40216064453125,-84.02233123779297,-83.70075988769531,0.0005939357286547504,ok,
7,20,30,457.40216064453125,-84.02233123779297,-84.29559326171875,-0.0005047093879623999,ok,
7,20,31,457.40216064453125,-84.02233123779297,-83.76933288574219,0.0004672827990680723,ok,
7,20,32,457.40216064453125,-84.02233123779297,-83.95698547363281,0.0001206922943824987,ok,
7,20,33,457.40216064453125,-84.02233123779297,-84.48863220214844,-0.0008612483759911194,ok,
7,20,34,457.40216064453125,-84.02233123779297,-84.11754608154297,-0.00017585987552756378,ok,
7,20,35,457.40216064453125,-84.02233123779297,-83.9822998046875,7.393724093694929e-05,ok,
7,20,36,457.40216064453125,-84.02233123779297,-83.83971405029297,0.00033729022280671206,ok,
7,20,37,457.40216064453125,-84.02233123779297,-84.1073226928711,-0.0001569774850462388,ok,
7,20,38,457.40216064453125,-84.02233123779297,-83.98088836669922,7.654413813026653e-05,ok,
7,20,39,457.40216064453125,-84.02233123779297,-83.91173553466797,0.00020426800926663178,ok,
